"","BASKETID","BASKETTYPE","DIRECTION","LOCATION_DESCRIPTION","OWNERTYPE","SECTION","STATEPLANE_LABELX","STATEPLANE_LABELY","STATEPLANE_SNAPPEDX","STATEPLANE_SNAPPEDY","STREETNAME1","STREETNAME2","OBJECTID","point"
"13082",30820139,"H","SE","SE corner of ST MARKS AVENUE and BROOKLYN AV","D","BKN082",999712.58684506,185101.01337805,999673.87104324,185143.94865963,"ST MARKS AVENUE","BROOKLYN AV",21301,"POINT (-73.9442560542 40.6747227329)"
"13099",21110015,"H","N","N corner of MORRIS PARK AVE and RADCLIFF AV","D","BX111",1023797.96649572,248232.61021172,1023789.25489898,248198.55877063,"MORRIS PARK AVE","RADCLIFF AV",6972,"POINT (-73.857054912 40.8479276223)"
"13102",31620078,"H","SW","SW corner of PITKIN AV and LEGION ST","B","BKN162",1006888.53673197,182789.99601847,1006909.93793589,182837.92177564,"PITKIN AV","LEGION ST",10735,"POINT (-73.9183939164 40.6683640681)"
"13112",31710068,"H","N","N corner of RUTLAND RD and E 94 ST","D","BKN171",1004752.51902239,180833.66298889,1004739.26314339,180804.2709873,"RUTLAND RD","E 94 ST",8987,"POINT (-73.9260996546 40.6629995745)"
"13121",10420031,"H","SE","SE corner of 9 AV and W 31 ST","B","MN042",984922.64890531,212979.00617838,984913.34839898,213026.8148098,"9 AV","W 31 ST",866,"POINT (-73.9975722575 40.7512546521)"
"13122",10510239,"H","SW","SW corner of BROADWAY and W 29 ST","B","MN051",987344.5243109,211049.32171755,987384.69516231,211070.75868255,"BROADWAY","W 29 ST",1750,"POINT (-73.9888320478 40.7459576383)"
"13123",10720186,"H","NW","NW corner of W 72 ST and BROADWAY","B","MN072",989122.72613506,223119.84383629,989204.1268909,223057.44763564,"W 72 ST","BROADWAY",8128,"POINT (-73.982405875 40.7790873133)"
"13126",10230227,"H","NE","NE corner of 10 AV and GANSEVOORT ST","B","MN023",981635.13973232,208711.03505555,981596.65654156,208666.86355597,"10 AV","GANSEVOORT ST",5792,"POINT (-74.0094359645 40.7395397796)"
"13136",10710145,"H","SE","SE corner of COLUMBUS AV and W 67 ST","B","MN071",989509.25751422,221254.8751253,989500.03509173,221316.29298146,"COLUMBUS AV","W 67 ST",3804,"POINT (-73.9810116722 40.7739682434)"
"13143",10520379,"H","NW","NW corner of LEXINGTON AV and E 54 ST","B","MN052",992395.9039719,215879.41605997,992397.22122648,215831.72028922,"LEXINGTON AV","E 54 ST",2394,"POINT (-73.9705960721 40.7592118124)"
"13149",41360031,"H","W","W side LAURELTON PKWY between 134 RD AND MERRICK BLVD","D","QE136",1057627.90146039,184803.80203022,1057650.47991221,184793.10759051,"LAURELTON PKWY","134 RD/ MERRICK BLVD",16462,"POINT (-73.7354704043 40.6736163518)"
"13150",10510016,"H","SE","SE corner of 5 AV and E 21 ST","B","MN051",986902.77421014,208893.7955168,986895.56556314,208942.66910672,"5 AV","E 21 ST",1196,"POINT (-73.9904271475 40.7400414004)"
"13152",11220221,"H","SE","SE corner of BROADWAY and W 182 ST","B","MN122",1002152.2561783,249164.42429297,1002135.53147423,249212.05411896,"BROADWAY","W 182 ST",8901,"POINT (-73.9352902307 40.8505555939)"
"13155",10630007,"H","NE","NE corner of 3 AV and E 56 ST","B","MN063",993202.27703106,216034.86555222,993151.03533565,216012.62872005,"3 AV","E 56 ST",4700,"POINT (-73.9676851343 40.7596377017)"
"13164",10340108,"H","SW","SW corner of 3 AV and E 14 ST","B","MN034",987730.89132032,206408.36151131,987753.3738869,206429.19972421,"3 AV","E 14 ST",654,"POINT (-73.9874400741 40.7332192112)"
"13167",41260047,"H","S","S side of ROCKAWAY BLVD between 140 ST and 142 ST","D","QE126",1040011.11582789,184869.64343396,1040015.69068872,184912.92956114,"ROCKAWAY BLVD","140 ST/142 ST",15991,"POINT (-73.7989786564 40.6739255641)"
"13168",30220115,"H","N","N corner of BERGEN ST and SMITH ST","D","BKN022",986883.73028497,189527.41200554,986883.57050839,189490.21785422,"BERGEN ST","SMITH ST",11258,"POINT (-73.9905034462 40.6868853043)"
"13181",10830013,"H","SE","SE corner of 2 AV and E 79 ST","B","MN083",996719.95601931,220949.53649713,996712.10728173,220984.33826479,"2 AV","E 79 ST",4428,"POINT (-73.9549783188 40.7731229377)"
"13182",40530007,"H","NE","NE corner of MYRTLE AV and PALMETTO ST","B","QW053",1009077.61175014,194230.56270422,1009013.30347981,194195.94695979,"MYRTLE AV","PALMETTO ST",17471,"POINT (-73.9104607165 40.6997599283)"
"13190",40710072,"H","SW","SW corner of NORTHERN BLVD and MAIN ST","D","QE071",1030773.90234698,217166.23730521,1030793.23367314,217206.99673814,"NORTHERN BLVD","MAIN ST",20899,"POINT (-73.8320559149 40.7626251475)"
"13192",40420057,"H","Direction TBD","Location Description T/K","P","QW042",1020353.26866072,206783.51233579,1020368.71660661,206744.39137262,"Street Name TBD","",47775,"POINT (-73.8697284647 40.7341759079)"
"13195",40780011,"H","","","P","QE078",1041044.98088615,228077.28044371,NA,NA,"","",12054,"POINT (-73.7948868078 40.7925129879)"
"13198",10220125,"H","SE","SE corner of BLEECKER ST and THOMPSON ST","B","MN022",984354.55128823,204610.82967331,984342.07001399,204634.27221172,"BLEECKER ST","THOMPSON ST",85,"POINT (-73.9996227807 40.7282861109)"
"13201",10520151,"H","Direction TBD","Location Description T/K","B","MN052",989045.82897915,214314.37391447,989069.17449692,214356.09614047,"Street Name TBD","",2156,"POINT (-73.9826898132 40.754918623)"
"13202",10750043,"H","SW","SW corner of CENTRAL PARK W and FREDERICK DOUGLASS CIR","P","MN075",995697.67328698,230875.77583097,995745.07509506,230866.6511773,"CENTRAL PARK W","FREDERICK DOUGLASS CIR",4950,"POINT (-73.9586522641 40.8003691906)"
"13209",40520001,"H","Direction TBD","Location Description T/K","B","QW052",1013453.09184431,194532.18382013,1013448.94968521,194586.81730638,"Street Name TBD","",16269,"POINT (-73.8946795177 40.7005744495)"
"13210",11010282,"H","NE","NE corner of ADAM CLAYTON POWELL JR BOULEVARD and W 124 ST","B","MN101",998521.08004172,233765.16244063,998472.91740839,233756.56665731,"ADAM CLAYTON POWELL JR BOULEVARD","W 124 ST",6360,"POINT (-73.94844829 40.808295652)"
"13219",40520039,"H","NE","NE corner of FRESH POND RD and MYRTLE AV","B","QW052",1013532.92501798,194671.08347672,1013541.39777006,194641.62192147,"FRESH POND RD","MYRTLE AV",18106,"POINT (-73.894390997 40.7009554325)"
"13225",11210039,"H","Direction TBD","Location Description T/K","P","MN121",999983.7135994,246309.44148588,999994.31834432,246310.80296232,"Street Name TBD","",7073,"POINT (-73.9431353747 40.8427236385)"
"13229",10110352,"H","W","W corner of SOUTH END AV and LIBERTY ST","P","MN011",979729.44734947,198535.84083904,NA,NA,"SOUTH END AV","LIBERTY ST",6383,"POINT (-74.0163059961 40.7116105756)"
"13231",31620026,"H","N","N corner of E 98 ST and DUMONT AV","D","BKN162",1006441.20527756,180702.41948497,1006417.75716172,180672.02715729,"E 98 ST","DUMONT AV",10159,"POINT (-73.9200133013 40.6626352689)"
"13238",50120162,"H","NW","NW corner of CASTLETON AV and OAKLAND AV","D","SI012",953323.73146023,170604.09191263,953370.0745434,170569.5473623,"CASTLETON AV","OAKLAND AV",15310,"POINT (-74.1114253144 40.6348913694)"
"13240",10520396,"H","NE","NE corner of PARK AV and E 40 ST","B","MN052",990286.90261248,212819.99501346,990237.16649148,212818.76699755,"PARK AV","E 40 ST",2412,"POINT (-73.9782115923 40.7508161715)"
"13245",10520406,"H","NW","NW corner of PARK AV and E 40 ST","B","MN052",990127.33764289,212908.59719847,990140.66405982,212871.62778422,"PARK AV","E 40 ST",2424,"POINT (-73.9787874173 40.7510594696)"
"13246",10110003,"H","SE","SE corner of W THAMES ST and BATTERY PL","P","MN011",979659.82478531,197167.59095088,979647.91929731,197225.83886588,"W THAMES ST","BATTERY PL",4261,"POINT (-74.0165561975 40.7078550183)"
"13253",10230069,"H","SE","SE corner of AVE OF THE AMERICAS and W 9 ST","B","MN023",984516.54210597,206704.04300655,984513.72977564,206733.93008588,"AVE OF THE AMERICAS","W 9 ST",264,"POINT (-73.9990382377 40.7340314651)"
"13259",10230238,"H","W","W corner of GANSEVOORT ST and W 13 ST","B","MN023",983027.49685572,208698.79754722,983067.36127731,208710.03177671,"GANSEVOORT ST","W 13 ST",5970,"POINT (-74.0044115131 40.7395064928)"
"13260",10710204,"H","NW","NW corner of W 66 ST and FREEDOM PL","P","MN071",987452.93157439,222243.41022171,987446.96734747,222218.28395963,"W 66 ST","FREEDOM PL",7945,"POINT (-73.9884354791 40.776682497)"
"13261",10850184,"H","SW","SW corner of EAST END AV and E 89 ST","B","MN085",999864.11049214,222296.37468271,999897.66193423,222306.20898064,"EAST END AV","E 89 ST",3287,"POINT (-73.9436234984 40.7768146598)"
"13263",20710046,"H","W","W corner of W KINGSBRIDGE RD and UNIVERSITY AV","O","BX071",1011496.14365847,255590.88355288,1011531.92377065,255604.39369647,"W KINGSBRIDGE RD","UNIVERSITY AV",10234,"POINT (-73.9014895725 40.8681703935)"
"13270",10810266,"H","SW","SW corner of 1 AV and E 63 ST","D","MN081",995207.88522457,216927.07931897,995245.88022731,216937.22660838,"1 AV","E 63 ST",21268,"POINT (-73.9604440748 40.762084341)"
"13275",21030033,"H","E","E corner of E TREMONT AV and BARKLEY AV","D","BX103",1032357.04944314,242055.0500603,1032297.91865589,242081.95683064,"E TREMONT AV","BARKLEY AV",7158,"POINT (-73.8261627164 40.8309295661)"
"13286",10810095,"H","SE","SE corner of 5 AV and E 61 ST","B","MN081",991994.02485439,218104.33713505,991985.38149898,218143.26422255,"5 AV","E 61 ST",5155,"POINT (-73.9720441551 40.7653190093)"
"13292",10520332,"H","Direction TBD","Location Description T/K","B","MN052",988667.89896072,212043.11467746,988623.02724076,212068.08606003,"Street Name TBD","",2337,"POINT (-73.9840554156 40.7486847881)"
"13296",10830016,"H","NE","NE corner of 2 AV and E 77 ST","D","MN083",996503.86294757,220560.30925721,996470.82823673,220548.2761448,"2 AV","E 77 ST",21985,"POINT (-73.9557592135 40.7720549131)"
"13300",10710303,"H","Direction TBD","Location Description T/K","P","MN071",986676.08634332,220585.83873372,986655.20192968,220548.09931724,"Street Name TBD","",56333,"POINT (-73.9912409589 40.7721331452)"
"13302",10420271,"H","SW","SW corner of AVE OF THE AMERICAS and W 24 ST","P","MN042",986294.09202856,210158.50886664,986336.52468647,210179.01834005,"AVE OF THE AMERICAS","W 24 ST",1370,"POINT (-73.9926232655 40.7435128851)"
"13307",10630041,"H","","Unknown corner on E 56 ST","B","MN063",995089.01144657,214844.46603014,995151.65797481,214879.40624897,"E 56 ST","E 56 ST",5108,"POINT (-73.9608765446 40.7563682478)"
"13316",10630093,"H","NE","NE corner of E 50 ST and BEEKMAN PL","B","MN063",994066.13652381,213754.23723947,994023.34986398,213737.14770672,"E 50 ST","BEEKMAN PL",2992,"POINT (-73.964570207 40.753377042)"
"13322",30150031,"H","N","N corner of BROADWAY and GRAHAM AVE","B","BKN015",1000179.49831282,194771.71582139,1000253.00603981,194697.13362147,"BROADWAY","GRAHAM AVE",9139,"POINT (-73.9425499339 40.7012657578)"
"13328",10810180,"H","SW","SW corner of YORK AV and E 65 ST","D","MN081",996089.67709614,217032.95804422,996127.67636398,217042.62994088,"YORK AV","E 65 ST",23753,"POINT (-73.9572607843 40.762373814)"
"13329",10510155,"H","NW","NW corner of MADISON AV and E 26 ST","B","MN051",987938.53624623,209969.68805005,987950.87841314,209917.88369171,"MADISON AV","E 26 ST",1549,"POINT (-73.9866888866 40.7429940861)"
"13332",10630092,"H","SW","SW corner of 1 AV and E 54 ST","B","MN063",994055.86751548,214838.22293238,994089.76049231,214849.26490505,"1 AV","E 54 ST",2986,"POINT (-73.9646056905 40.7563523182)"
"13333",31160052,"H","SW","SW corner of W 6 ST and AV U","D","BKS116",990458.91604798,156543.11708188,990466.29004897,156572.48185255,"W 6 ST","AV U",18181,"POINT (-73.9776426018 40.5963487174)"
"13337",20710130,"H","","Unknown corner on SEDGWICK AV","P","BX071",1010891.70785947,255953.36970454,1010954.30812798,255963.56981538,"","SEDGWICK AV",38576,"POINT (-73.9036735114 40.8691671519)"
"13340",10230129,"H","NW","NW corner of UNIVERSITY PL and E 8 ST","B","MN023",985678.79929589,205886.91635996,985688.80944648,205846.85508838,"UNIVERSITY PL","E 8 ST",573,"POINT (-73.9948446457 40.7317885419)"
"13342",20310174,"H","S","S side of E 163 ST between TINTON AV and UNION AV","D","BX031",1011179.04914831,238932.63832614,1011186.86776458,238957.56596644,"E 163 ST","TINTON AV/UNION AV",9907,"POINT (-73.9027029483 40.8224494045)"
"13344",10850205,"H","NW","NW corner of 2 AV and E 87 ST","D","MN085",997723.0527664,222994.33752564,997732.91232672,222962.44782563,"2 AV","E 87 ST",20025,"POINT (-73.9513526269 40.7787339063)"
"13346",10110384,"H","W","W corner of MAIDEN LA and LIBERTY ST","B","MN011",982079.46397489,197058.65383279,982126.64498289,197002.74416772,"MAIDEN LA","LIBERTY ST",2031,"POINT (-74.0078288214 40.7075569361)"
"13349",10420022,"H","SE","SE corner of 9 AV and W 33 ST","B","MN042",985173.22517581,213421.93901955,985163.34625857,213478.21482563,"9 AV","W 33 ST",829,"POINT (-73.9966678101 40.7524703681)"
"13351",10510397,"H","Direction TBD","Location Description T/K","B","MN051",987568.40968989,212741.67266356,987587.91244362,212776.40291067,"Street Name TBD","",1861,"POINT (-73.9880232239 40.7506026345)"
"13360",31010035,"H","E","E corner of 5 AV and 67 ST","B","BKS101",978731.41784948,170838.06093289,978687.22928956,170838.1983998,"5 AV","67 ST",17991,"POINT (-74.0198832908 40.6355858338)"
"13363",10110172,"H","Direction TBD","Location Description T/K","P","MN011",979349.01503947,196269.13474254,979319.33854267,196253.58425821,"Street Name TBD","",3139,"POINT (-74.017676596 40.7053888014)"
"13376",10430345,"H","SE","SE corner of 12 AVE and W 46 ST","B","MN043",984642.8915908,217712.74933554,984683.08967315,217676.19822756,"12 AVE","W 46 ST",5967,"POINT (-73.9985816885 40.7642475849)"
"13378",10210252,"H","NW","NW corner of BROADWAY and GRAND ST","B","MN021",984057.24249965,201964.65287904,984061.63750398,201936.19689922,"BROADWAY","GRAND ST",552,"POINT (-74.00069539 40.7210229961)"
"13380",10810192,"H","NW","NW corner of YORK AV and E 63 ST","D","MN081",995889.4127329,216665.20746738,995892.91961564,216626.46279421,"YORK AV","E 63 ST",21240,"POINT (-73.9579843412 40.7613646992)"
"13397",40520057,"H","NE","NE corner of FRESH POND RD and MYRTLE AV","B","QW052",1013593.64668131,194732.17521805,1013541.39777006,194641.62192147,"FRESH POND RD","MYRTLE AV",28490,"POINT (-73.8941717381 40.7011229137)"
"13408",30220039,"H","E","E corner of LIVINGSTON ST and GALLATIN PL","B","BKN022",987906.86504974,190747.56442088,987855.12073064,190735.9932498,"LIVINGSTON ST","GALLATIN PL",9791,"POINT (-73.9868136233 40.6902339788)"
"13413",41230045,"H","E","E corner of GUY R BREWER BLVD and LIBERTY AV","D","QE123",1041308.64046381,194769.38314888,1041234.58418147,194795.91951314,"GUY R BREWER BLVD","LIBERTY AV",15983,"POINT (-73.7942171983 40.7010897361)"
"13414",41420048,"H","Direction TBD","Location Description T/K","P","QE142",1032673.07407357,150915.8248588,1032658.600167,150953.55122471,"Street Name TBD","",15360,"POINT (-73.8256761467 40.5807728471)"
"13421",10510359,"H","Direction TBD","Location Description T/K","B","MN051",986534.25755873,212484.94220588,986572.36868462,212463.90537985,"Street Name TBD","",1664,"POINT (-73.9917557642 40.7498983018)"
"13422",10710045,"H","NE","NE corner of AMSTERDAM AV and W 69 ST","B","MN071",989028.55473548,222246.76224913,988983.44819839,222248.65332146,"AMSTERDAM AV","W 69 ST",5296,"POINT (-73.982746524 40.776690986)"
"13430",10520522,"H","SE","SE corner of MADISON AV and E 49 ST","B","MN052",990912.53161056,215059.4012958,990902.46371731,215125.60949671,"MADISON AV","E 49 ST",2644,"POINT (-73.9759513514 40.7569623238)"
"13431",40230117,"H","SE","SE corner of QUEENS BLVD and 49 ST","D","QW023",1007579.68429981,209801.24514547,1007561.7771834,209838.64861396,"QUEENS BLVD","49 ST",15589,"POINT (-73.9158089268 40.7425017495)"
"13440",10630047,"H","NE","NE corner of 3 AV and E 53 ST","B","MN063",992811.94972773,215340.3121513,992771.16404815,215325.76001506,"3 AV","E 53 ST",5124,"POINT (-73.9690949758 40.757731717)"
"13442",41250035,"H","NE","NE corner of FARMERS BLVD and 115 RD","D","QE125",1050399.89131014,192711.48568988,1050353.27329314,192665.2216748,"FARMERS BLVD","115 RD",20494,"POINT (-73.7614498348 40.6953780179)"
"13444",10510031,"H","SW","SW corner of 5 AV and W 22 ST","B","MN051",986925.87390147,209163.92161697,986964.69600231,209195.16860172,"5 AV","W 22 ST",1152,"POINT (-73.9903436821 40.7407828224)"
"13445",10510145,"H","NW","NW corner of PARK AV S and E 20 ST","B","MN051",987619.99685706,208346.03545746,987626.35806482,208301.99125421,"PARK AV S","E 20 ST",1530,"POINT (-73.9878392384 40.7385376908)"
"13447",31410079,"H","NE","NE corner of OCEAN AV and CHURCH AV","B","BKS141",995135.47001506,176209.14238229,995095.43761481,176148.75208314,"OCEAN AV","CHURCH AV",18717,"POINT (-73.9607713041 40.6503233268)"
"13452",10330151,"H","NE","NE corner of AV D and E HOUSTON ST","D","MN033",990224.40437789,201624.00165747,990181.89297998,201600.14606214,"AV D","E HOUSTON ST",834,"POINT (-73.9784471035 40.7200859753)"
"13459",10630125,"H","NW","NW corner of 1 AV and E 52 ST","B","MN063",993854.3301889,214469.05241089,993856.56870148,214427.90091838,"1 AV","E 52 ST",3405,"POINT (-73.9653336674 40.7553392605)"
"13467",40840033,"H","NE","NE corner of UNION TP and 168 ST","D","QE084",1039669.25332265,202819.87000063,1039639.86919506,202770.91963922,"UNION TP","168 ST",18523,"POINT (-73.8000633815 40.7231967676)"
"13471",30330102,"H","Direction TBD","Location Description T/K","B","BKN033",999237.13832089,187028.89994222,999240.26072345,187073.23659222,"Street Name TBD","",12599,"POINT (-73.9459657991 40.6800151626)"
"13472",10830076,"H","SW","SW corner of E 79 ST and PARK AV","B","MN083",995087.16335315,221855.03796697,995120.6308059,221866.1179973,"E 79 ST","PARK AV",5418,"POINT (-73.9608719122 40.7756104542)"
"13475",10820166,"H","NE","NE corner of LEXINGTON AV and E 70 ST","B","MN082",994525.02602598,219502.33958839,994488.52905172,219489.10175397,"LEXINGTON AV","E 70 ST",4822,"POINT (-73.9629051324 40.7691535839)"
"13476",31610058,"H","NW","NW corner of PITKIN AV and JUNIUS ST","D","BKN161",1011028.68954089,183719.28352997,1011059.71966256,183701.44695146,"PITKIN AV","JUNIUS ST",10896,"POINT (-73.9034660533 40.6709031986)"
"13477",10410022,"H","SE","SE corner of 9 AV and W 17 ST","B","MN041",983183.41780374,209856.12397271,983176.70817147,209887.74595672,"9 AV","W 17 ST",678,"POINT (-74.0038490418 40.742683086)"
"13481",31810033,"H","E","E corner of E 105 ST and FLATLANDS AV","D","BKS181",1013582.06599581,175162.61133888,1013521.9719559,175195.77826729,"E 105 ST","FLATLANDS AV",13790,"POINT (-73.8942986684 40.6474089413)"
"13491",31840005,"H","W","W corner of AV U and E 52 ST","D","BKS184",1005875.66999131,161635.21221264,1005909.18731272,161633.83327839,"AV U","E 52 ST",21409,"POINT (-73.9221128421 40.6103012678)"
"13492",41420236,"H","Direction TBD","Location Description T/K","D","QE142",1034207.47717273,158242.6527248,1034174.01004806,158246.17994872,"Street Name TBD","",72803,"POINT (-73.8200981151 40.6008749662)"
